chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
-0.37373501881563403,-0.5438307665439679,1.295008655423695,0.058909204714608566,0.9168267305848561,1.255035242224383,-1.3829921474194573,-1.0440676658857804,-0.21135489707519803,-0.12902266169898077,0.6574534666182488,-0.8649119623705149,0.4932801686520879,0.07956439885730733,-0.5189275925674368,-0.1711312913398807,1.0340049843703503,0.16911037347264984,-0.4253246540496505,-1.4299619468900122,0.38497056160260246,-0.661675076468761,0.020823082088033403,0.546573856858018,-1.0498109905705675,-2.227643852287496
-1.1714876379003885,-0.21345240150956468,-1.0286814664457047,-1.3517656199072763,-1.6418074130335267,-0.557868506186373,0.4247443530852407,1.3643774637649457,-0.8224898039778217,-1.2049315408812413,2.605417294287154,1.4588709209504769,-0.3669982893320536,-0.48124998148487746,2.2291557501965644,-0.26722208184253254,-0.6078234316932811,0.30198124404702614,2.033776694873219,-0.6366059924209823,-1.0333617067241156,-0.7325361797810697,-0.7663048327687885,-0.8679305451229165,0.5576020062116102,0.7811550591659717
0.8509644383223693,0.11291812660702143,0.3800906699579059,0.6211099537028847,0.4669169515882098,-0.2964657835273865,-0.7418779716992179,-0.4983044075778015,1.3365905825012134,1.044274277775624,0.34323553126343487,1.0802402134252993,0.5085561975785265,0.7412622601845636,0.7751517417324698,0.35768319210712096,0.8791251578580129,0.17935324702986077,0.6675870981994879,0.9919499309579138,1.1994500470153775,0.9345240535582207,2.4550343830593584,1.0237736827455848,1.2204187860260751,0.8508081903929964
-0.37373501881563403,-0.5438307665439679,1.295008655423695,0.058909204714608566,0.9168267305848561,1.255035242224383,-1.3829921474194573,-1.0440676658857804,-0.21135489707519803,-0.12902266169898077,0.6574534666182488,-0.8649119623705149,0.4932801686520879,0.07956439885730733,-0.5189275925674368,-0.1711312913398807,1.0340049843703503,0.16911037347264984,-0.4253246540496505,-1.4299619468900122,0.38497056160260246,-0.661675076468761,0.020823082088033403,0.546573856858018,-1.0498109905705675,-2.227643852287496
-0.7836860383761413,0.3143200328594353,0.36408246589867527,-1.1332151290114059,-0.3008440371749953,0.6108852785248844,0.4282761126762485,-1.0067224236785357,-2.194283329292292,-1.097148616685157,-1.7882423731399546,-1.7994778165930805,-1.3750436098474632,-0.8913928939539641,-0.7416267750349982,-0.23366890025478587,0.41429557728312766,1.1955209338143344,1.096486280529185,1.723996565757735,0.7942085981124827,0.6118171518838759,-0.07728374399133345,0.12035456386082685,-0.2146325834661473,-0.13695207920688043
-0.37050137712149167,-1.0014545292660386,-0.33835649046544675,-0.29311642221515277,-0.4372169837967159,-0.20188180071477138,-1.6076211930584632,0.283457210582284,-1.097026129620929,-1.807079816883731,0.5368053112905887,0.9030972738415955,-0.5328647030310846,-1.404815854981743,-0.8370457476977765,-1.2319552191321546,-1.2885425551446819,-0.5403909517152107,0.08687380652875118,-0.8037839610111734,-1.415860971245058,-0.9338238508230454,-0.3321816078592788,-0.7415997934082386,-0.385043183185805,0.4729827825076841
-0.5260143088517186,0.034959784984693036,0.27025853642478254,-1.1444699545414145,-0.31629753734926325,0.6495186198996381,0.4062046173637373,-0.6678572310067586,-2.0398276459031206,-0.7442757663511006,-1.8078599322793976,-2.1330398821690033,-1.4270836455295677,-1.9358256485744794,-0.6631942274527104,0.02157683745538175,0.45189322684892935,1.0509071683404083,-0.04574590710011698,0.4019506328347612,0.8684203489392944,1.0515960024984297,1.3872127771667406,0.8124104049983456,0.17353046540949443,-0.4833960654970917
0.9105528369171412,1.1918620285278787,-0.407491079596079,-0.21937230354989407,-0.3802458590174597,-0.688776151786623,0.07800428208437761,-0.09057161119522993,0.9715492049654272,1.3578600746128024,0.3353975413140539,0.9127375102164393,0.7395107956773171,0.1437823592816651,-0.03402480884799272,0.012426879594429147,0.2406350937292954,0.13173271432386857,0.9268328354047607,1.0111977526922165,1.9092864258288724,1.9281627080465145,2.243215136549256,1.3073466808457044,2.037634554059832,1.341185756603949
0.7598309801501777,-0.6498808689076659,-0.012436422891319415,0.4672323202246763,0.17837200144184276,-0.4645504388131093,-1.4651584290069781,-0.06561141870705517,1.4925151312654859,1.4389420180916905,-0.07484990646165966,0.554735696969947,0.557458787429069,0.03428984329691016,0.2946254650220286,0.12734706983978297,0.4030038284673321,0.20140666883302133,0.5779902913621471,0.996559871020006,1.1684709620921325,0.664834813669187,1.651041468656988,0.6444375716611574,1.426528570881952,0.6044219778578677
0.14279666880086178,-0.386939187472412,-0.8750482327328328,-0.7396308012639544,-0.8980931072116686,-0.8602847733442405,-0.10328588817704158,0.4942594430070559,-0.5751170728362057,1.648428251836543,1.47087997590835,0.49884625336157695,1.5615126693192736,1.3838136126577365,0.604201228867227,0.29449530919070077,0.5156346005023903,0.501642624363133,0.5241318698472097,1.0450236798348325,1.1749203984917962,0.5889159236731257,-0.2791469308357556,0.21117398637353751,0.5139417212153221,0.5250705334167017
